STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/20/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/23/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/24/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/25/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/26/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/27/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/28/2014,,,0.35,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/29/2014,,,4.73,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/30/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,3/31/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/1/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/2/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/3/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/4/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/5/2014,,,0.54,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/6/2014,,,0.36,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/7/2014,,,0.05,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/8/2014,,,1.23,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/9/2014,,,0.1,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/10/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/11/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/12/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/14/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/15/2014,,,5.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/16/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/22/2014,6,2.71,,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/23/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/24/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/25/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/26/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/28/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/29/2014,,,2.81,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,4/30/2014,,,9.86,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/1/2014,,,0.07,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/2/2014,,,0.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/3/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/4/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/5/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/6/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/9/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/10/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/11/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/12/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/13/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/14/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/15/2014,,,0.93,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/16/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/17/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/18/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/19/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/20/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/22/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/24/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/25/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/26/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/28/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/29/2014,,,0.35,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/30/2014,,,0.6,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,5/31/2014,,,0.2,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/1/2014,,,0.06,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/2/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/3/2014,,,1.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/4/2014,,,0.22,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/5/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/6/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/7/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/8/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/10/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/11/2014,,,2.15,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/12/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/13/2014,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/14/2014,,,1.47,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/15/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/16/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/17/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/18/2014,,,0.12,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/19/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/20/2014,,,0.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/21/2014,,,1.48,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/22/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/23/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/24/2014,,,0.09,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/25/2014,,,0.46,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/26/2014,,,0.36,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/27/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/28/2014,,,0.25,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/29/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,6/30/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/1/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/2/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/3/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/4/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/5/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/6/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/7/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/8/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/10/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/11/2014,,,0.59,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/12/2014,,,0.2,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/13/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/14/2014,,,0.32,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/15/2014,,,0.05,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/18/2014,4,1.52,,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/19/2014,,,1.75,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/20/2014,,,0.95,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/21/2014,,,0.34,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/22/2014,,,0.19,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/23/2014,,,0.15,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/24/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/25/2014,,,0.28,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/26/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/29/2014,,,0.06,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/30/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,7/31/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/1/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/2/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/6/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/7/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/8/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/9/2014,,,0.1,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/10/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/11/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/12/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/13/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/14/2014,,,0.08,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/15/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/16/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/17/2014,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/18/2014,,,0.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/19/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/20/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/22/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/23/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/24/2014,,,0.09,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/25/2014,,,0.08,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/26/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/28/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/29/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/30/2014,,,0.88,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,8/31/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/1/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/2/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/3/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/4/2014,,,0.11,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/5/2014,,,0.05,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/6/2014,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/7/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/8/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/9/2014,,,0.84,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/10/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/11/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/12/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/14/2014,,,0.34,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/15/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/16/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/17/2014,,,2.95,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/18/2014,,,0.19,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/19/2014,,,0.03,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/20/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/22/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/23/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/24/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/25/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/26/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/28/2014,,,0.04,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/29/2014,,,0.81,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,9/30/2014,,,0.08,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/1/2014,,,0,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/2/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/3/2014,,,0.02,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/4/2014,,,0.84,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/5/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/6/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/7/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/10/2014,3,0,,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/11/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/12/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/13/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/14/2014,,,2.37,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/15/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/16/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/17/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/18/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/19/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/20/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/22/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/23/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/24/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/25/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/26/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/27/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/28/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/29/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/30/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,10/31/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/1/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/2/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/3/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/4/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/5/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/6/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/7/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/8/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/9/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/10/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/12/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/13/2014,,,0.01,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/14/2014,,,0.1,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/16/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/17/2014,,,0.68,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/19/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/20/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/21/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/23/2014,,,0.05,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/24/2014,,,0.67,,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/25/2014,,,0,0,,,,
US1ALBW0053,"ELBERTA 3.1 SSW, AL US",30.3718,-87.6195,2.1,11/26/2014,,,0,0,,,,
